Genus	Species	1C (pg)
Polygala	vayredae	1.36
Curcuma	longa	1.36
Hypochaeris	achyrophorus	1.36
Petunia	integrifolia	1.36
Crataegus	castlegarensis	1.36
Calceolaria	gracilis	1.36
Phleum	commutatum	1.36
Luzula	multiflora	1.37
Cotoneaster	divaricatus	1.37
Sesamum	schinzianum	1.37
Crataegus	uniflora	1.37
Crataegus	greggiana	1.37
Zotovia	thomsonii	1.37
Carthamus	tenuis	1.37
Buddleja	davidii	1.37
Jeffersonia	dubia	1.37
Hacquetia	epipactis	1.37
Poa	supina	1.38
Caucalis	daucoides	1.38
Gladiolus	virescens	1.38
Coprosma	repens	1.38
Senecio	flavus	1.38
Phalaris	coerulescens	1.38
Cyperus	textilis	1.38
Setaria	queenslandica	1.38
Acacia	crassicarpa	1.38
Calceolaria	acutifolia	1.38
Gossypium	capits-virdis	1.38
Sorghum	exstans	1.38
Tolpis	webbii	1.38
Sonchus	hierrensis	1.38
Salicornia	europaea	1.38
Campanula	patula	1.38
Turnera	ulmifolia	1.38
Rytidosperma	viride	1.38
Desideria	linearis	1.38
Tolpis	crassiuscula	1.38
Centaurea	montana	1.38
Turnera	campaniflora	1.38
Cotoneaster	horizontalis	1.39
Limnanthes	douglasii	1.39
Petunia	occidentalis	1.39
Gossypium	anomalum	1.39
Passiflora	foetida	1.39
Passiflora	marifloia	1.39
Sorbus	intermedia	1.39
Ixora	arborea	1.39
Carthamus	tinctorius	1.4
Solanum	torvum	1.4
Myosotis	scorpioides	1.4
Thymus	praecox	1.4
Paederia	scandens	1.4
Petunia	axillaris	1.4
Tephrosia	multiflora	1.4
Corchorus	olitorius	1.4
Vigna	luteola	1.4
Phaseolus	angularis	1.4
Acacia	bivenosa	1.4
Dendrobium	antennatum	1.4
Pennisetum	setaceum	1.4
Ionopsidium	savianum	1.4
Phytolacca	bogotensis	1.4
Acacia	hylonoma	1.4
Abutilon	theophrasti	1.4
Lotus	cytisoides	1.4
Hedera	canariensis	1.4
Phalaenopsis	aphrodite	1.4
Phalaenopsis	sanderiana	1.4
Haberlea	rhodopensis	1.4
Cyanus	triumfettii	1.4
Passiflora	miersii	1.4
Curcuma	latifolia	1.4
Curcuma	ferruginea	1.4
Begonia	boliviensis	1.4
Ferocactus	wislizenii	1.4
Erythrina	humeana	1.41
Veronica	hederifolia	1.41
Carthamus	palaestinus	1.41
Christolea	crassifolia	1.41
Curcuma	caesia	1.41
Centaurea	dubia	1.41
Cochlearia	borzaeana	1.41
Rytidosperma	telmaticum	1.42
Curcuma	aromatica	1.42
Buxus	papillosa	1.42
Cirsium	arvense	1.42
Passiflora	cincinnata	1.42
Tolpis	lagopoda	1.42
Curcuma	codonantha	1.42
Rhodohypoxis	milloides	1.42
Erythrina	lysistemon	1.42
Solanum	oxycarpum	1.43
Cucumis	zeyheri	1.43
Oxalis	renifolia	1.43
Plantago	notata	1.43
Anogeissus	acuminata	1.43
Nicotiana	trigonophylla	1.43
Rosa	canina	1.43
Callitriche	cophocarpa	1.43
Vigna	hainiana	1.43
Microseris	elegans	1.43
Microseris	pygmaea	1.43
Leontodon	pyrenaicus	1.43
Calibrachoa	linoides	1.43
Taraxacum	serotinum	1.43
Maireana	decalvans	1.43
Curcuma	elata	1.43
Echinocactus	grusonii	1.43
Malus	sikkimensis	1.43
Calibrachoa	dusenii	1.43
Chenopodium	ugandae	1.43
Sonchus	acaulis	1.43
Curcuma	aeruginosa	1.43
Schiedea	kaalae	1.43
Petunia	reitzii	1.44
Crataegus	arnoldiana	1.44
Todaroa	aurea	1.44
Sonchus	congestus	1.44
Jasminum	odoratissimum	1.44
Sonchus	canariensis	1.44
Fuchsia	boliviana	1.44
Carnegiea	gigantea	1.44
Edraianthus	montenegrinus	1.44
Fagopyrum	sagittatum	1.44
Malus	sieboldii	1.44
Petunia	saxicola	1.44
Calibrachoa	micrantha	1.44
Calibrachoa	eglandulata	1.44
Vitex	pinnata	1.44
Geranium	pyrenaicum	1.44
Cajanus	sericeus	1.44
Calibrachoa	spathulata	1.45
Crataegus	ashei	1.45
Eryngium	variifolium	1.45
Galium	saxatile	1.45
Stellaria	holostea	1.45
Blackstonia	perfoliata	1.45
Raphanus	sativus	1.45
Plocama	pendula	1.45
Sisyrinchium	micranthum	1.45
Ferula	communis	1.45
Tephrosia	purpurea	1.45
Tephrosia	uniflora	1.45
Eleusine	tristachya	1.45
Luzula	pediformis	1.45
Callitriche	regis-jubae	1.45
Acacia	farnesiana	1.45
Epidendrum	steinbachii	1.45
Dendrobium	signatum	1.45
Dendrobium	rhodostictum	1.45
Dendrobium	strepsiceros	1.45
Myristica	dactyloides	1.45
Rosa	moyesii	1.45
Acacia	crassa	1.45
Acacia	orites	1.45
Acacia	maidenii	1.45
Acacia	bancrofti	1.45
Oxalis	corniculata	1.45
Calamus	caesius	1.45
Oenothera	fruticosa	1.45
Petunia	bonjardinensis	1.45
Cerastium	latifolium	1.45
Passiflora	coerulea	1.45
Orobanche	cernua	1.45
Edraianthus	jugoslavicus	1.45
Reichardia	intermedia	1.45
Lemna	minor	1.46
Anredera	cordifolia	1.46
Malus	komarovii	1.46
Malus	sargentii	1.46
Dalbergia	lanceolaria	1.46
Arabis	scopoliana	1.46
Begonia	pearcei	1.46
Petunia	kleinii	1.47
Petunia	scheideana	1.47
Calibrachoa	ericaefolia	1.47
Petunia	helianthemoides	1.47
Cynodon	dactylon	1.47
Diospyros	malabarica	1.47
Zotovia	colensoi	1.47
Fuchsia	magellanica	1.47
Petunia	variabilis	1.47
Sonchus	leptocephalus	1.47
Edraianthus	graminifolius	1.47
Orychophragmus	violaceus	1.47
Polylepis	tomentella	1.47
Oxalis	glaucifolia	1.48
Plantago	crassifolia	1.48
Bulnesia	chilensis	1.48
Emblica	officinalis	1.48
Calycadenia	pauciflora	1.48
Hedera	helix	1.48
Malva	sylvestris	1.48
Monodora	sp.	1.48
Phytolacca	americana	1.48
Petunia	pubescens	1.48
Calibrachoa	serrulata	1.48
Hydrangea	heteromalla	1.48
Crataegus	songarica	1.48
Crataegus	suksdorfii	1.48
Carthamus	boissieri	1.48
Paspalum	exaltatum	1.48
Malus	toringoides	1.48
Petunia	alpicola	1.48
Petunia	bajeensis	1.48
Calibrachoa	sendtneriana	1.48
Crataegus	placiva	1.48
Sonchus	capillaris	1.48
Chenopodium	quinoa	1.48
Paspalum	dilatatum	1.48
Erythrina	lithosperma	1.48
Petunia	interior	1.49
Petunia	littoralis	1.49
Calibrachoa	selloviana	1.49
Calibrachoa	heterophylla	1.49
Valeriana	officinalis	1.49
Chenopodium	berlandieri	1.49
Petunia	riograndensis	1.49
Cirsium	brachycephalum	1.49
Crataegus	macracantha	1.49
Veronica	chamaedrys	1.49
Teucrium	flavum	1.49
Atriplex	vesicaria	1.5
Carthamus	anatolicus	1.5
Olea	cerasiformis	1.5
Passiflora	lutea	1.5
Mentha	aquatica	1.5
Glycine	curvata	1.5
Petunia	parodii	1.5
Psygmorchis	pusilla	1.5
Panicum	esculentum	1.5
Duchesnea	indica	1.5
Phoenix	rupicola	1.5
Licuala	aff. bintulensis	1.5
Tofieldia	glutinosa	1.5
Ipomoea	batatas	1.5
Ipomoea	argillicola	1.5
Acacia	senegal	1.5
Arachis	sylvestris	1.5
Paracalyx	scariosa	1.5
Flemingia	strobilifera	1.5
Dendrobium	polysema	1.5
Pennisetum	mezianum	1.5
Reichardia	picroides	1.5
Acacia	falcata	1.5
Acacia	aulacocarpa	1.5
Digitaria	ascendens	1.5
Microseris	bigelovii	1.5
Krigia	virginica	1.5
Passiflora	antioquiensis	1.5
Clarkia	arcuata	1.5
Cerastium	banaticum	1.5
Archidendron	monadelphum	1.5
Erycina	pusilla	1.5
Teline	canariensis	1.5
Carthamus	glaucus	1.5
Pandanus	fascicularis	1.5
Polylepis	australis	1.5
Malus	lancifolia	1.5
Polylepis	tarapacana	1.51
Fuchsia	encliandra	1.51
Scabiosa	fumarioides	1.51
Valeriana	dioica	1.51
Calibrachoa	macrodactylon	1.51
Hydrangea	aspera	1.51
Cerastium	carinthiacum	1.51
Viola	hirta	1.51
Calibrachoa	linearis	1.52
Calibrachoa	thymifolia	1.52
Trifolium	rueppellianum	1.52
Bellidiastrum	michelii	1.52
Acridocarpus	natalitius	1.52
Garrya	fremontii	1.52
Myrmecodia	echinata	1.52
Atriplex	polycarpa	1.52
Mammillaria	flavicentra	1.52
Stylidium	adnatum	1.53
Solanum	fendleri	1.53
Solanum	abutiloides	1.53
Babiana	virginea	1.53
Rumex	obtusifolius	1.53
Hamelia	patens	1.53
Brassica	juncea	1.53
Phoenix	roebelenii	1.53
Arachis	triseminalis	1.53
Escobaria	bella	1.53
Acacia	concurrens	1.53
Hibiscus	cannabinus	1.53
Paspalum	conjugatum	1.53
Dypsis	lutescens	1.53
Protoedraianthus	tarae	1.53
Petunia	guarapuavensis	1.53
Gossypium	somalense	1.53
Crataegus	irrasa	1.53
Carthamus	alexandrinus	1.53
Tamarix	canariensis	1.53
Smilax	herbacea	1.53
Asparagus	tenuifolius	1.53
Calibrachoa	calycina	1.54
Lactuca	taraxacifolia	1.54
Fuchsia	microphylla	1.54
Genlisea	hispidula	1.54
Nicotiana	obtusifolia	1.55
Laserpitium	peucedanoides	1.55
Ziziphus	glabrata	1.55
Trifolium	hybridum	1.55
Coreopsis	bicolor	1.55
Piper	arboreum	1.55
Cosmos	bipinnatus	1.55
Celosia	cristata	1.55
Prinsepia	uniflora	1.55
Chuniophoenix	nana	1.55
Washingtonia	filifera	1.55
Erythrina	suberosa	1.55
Mammillaria	woodsii	1.55
Peperomia	blanda	1.55
Actinidia	arguta	1.55
Berberis	darwinii	1.55
Eclipta	prostrata	1.55
Senecio	viscosus	1.55
Tamarix	tetrandra	1.55
Premna	latifolia	1.55
Erigeron	calderae	1.55
Veronica	perfoliata	1.55
Fuchsia	hatschbachii	1.55
Berberis	croatica	1.55
Malus	glaucescens	1.55
Petunia	mantiqueirensis	1.56
Crataegus	macrosperma	1.56
Stahlianthus	involucratus	1.56
Mammillaria	supertexta	1.56
Callistemon	rigidus	1.56
Malus	angustifolia	1.56
Sclerochloa	dura	1.56
Mammillaria	haageana	1.56
Crataegus	laevigata	1.56
Crataegus	enderbyensis	1.56
Cyanus	achtarovii	1.56
Mammillaria	huitzilopochtli	1.56
Phalaenopsis	stuartiana	1.57
Gossypium	stocksii	1.57
Paspalum	orbiculare	1.57
Encelia	farinosa	1.57
Centaurea	kosaninii	1.57
Schiedea	laui	1.57
Petunia	exserta	1.57
Centaurea	stoebe	1.57
Ligustrum	vulgare	1.57
Mammillaria	albilanata	1.57
Senecio	vulgaris	1.58
Urtica	dioica	1.58
Solidago	canadensis	1.58
Brassica	carinata	1.58
Berberis	parodii	1.58
Acacia	leiocalyx	1.58
Lycianthes	asarifolia	1.58
Picris	hieracioides	1.58
Austrostipa	stipoides	1.58
Passiflora	caerulea	1.58
Edraianthus	croaticus	1.58
Soldanella	hungarica	1.58
Olea	africana	1.58
Passiflora	edulis	1.58
Edraianthus	caricinus	1.58
Edraianthus	serpyllifolius	1.58
Polylepis	subsericans	1.58
Dalbergia	paniculata	1.58
Sesamum	occidentale	1.58
Cyclamen	persicum	1.59
Crataegus	phippsii	1.59
Fuchsia	minutiflora	1.59
Crataegus	coccinea	1.59
Chenopodium	bushianum	1.59
Pulmonaria	officinalis	1.59
Crataegus	dodgei	1.59
Crataegus	harbisonii	1.59
Schiedea	jacobii	1.59
Mammillaria	dixanthocentron	1.59
Malus	coronaria	1.59
Calibrachoa	elegans	1.6
Centaurea	glaberrima	1.6
Acacia	heterophylla	1.6
Torilis	nodosa	1.6
Cucumis	meeusi	1.6
Freesia	alba	1.6
Sonchus	oleraceus agg.	1.6
Caragana	arborescens	1.6
Sisyrinchium	trinerve	1.6
Larrea	tridentata	1.6
Crescentia	cujete	1.6
Dendrobium	smillieae	1.6
Dendrobium	pulchellum	1.6
Mammillaria	sanangelensis	1.6
Thespesia	lampas	1.6
Thespesia	thespesioides	1.6
Crataegus	pinnatifida	1.6
Matthiola	fruticulosa	1.6
Fuchsia	glazioviana	1.6
Neobuxbaumia	polylopha	1.6
Bidens	frondosa	1.6
Flemingia	bracteata	1.6
Mammillaria	crucigera	1.6
Humulus	japonicus	1.6
Lomelosia	graminifolia	1.61
Lycium	elongatum	1.61
Paspalum	quadrifarium	1.61
Mercurialis	canariensis	1.62
Dalbergia	sissoo	1.62
Eutaxia	microphylla	1.62
Rytidosperma	pumilum	1.62
Centaurea	cuneifolia	1.62
Passiflora	coccinea	1.62
Campanula	pyramidalis	1.62
Edraianthus	sutjeskae	1.62
Bombax	ceiba	1.62
Vitex	negundo	1.62
Sisyrinchium	arizonicum	1.63
Coix	lacryma-jobi	1.63
Eleusine	coracana	1.63
Eleusine	floccifolia	1.63
Celosia	trigyna	1.63
Johannesteijsmannia	sp.	1.63
Acacia	ligulata	1.63
Pseudolobivia	sp.	1.63
Eustoma	grandiflorum	1.63
Setaria	faberi	1.63
Aster	hydrophilus	1.63
Plantago	stepposa	1.63
Microlaena	carsei	1.63
Fuchsia	arborescens	1.63
Ximenia	americana	1.63
Calibrachoa	rupestris	1.63
Chenopodium	album	1.63
Crataegus	agrestina	1.63
Wolffia	arrhiza	1.63
Lamium	galeobdolon	1.64
Atriplex	canescens	1.64
Centaurea	arenaria	1.64
Edraianthus	niveus	1.64
Edraianthus	murbeckii	1.64
Hanguana	malayana	1.65
Bosea	yervamora	1.65
Firmiana	colorata	1.65
Sorghum	halepense	1.65
Rumex	acetosa	1.65
Glycine	falcata	1.65
Tephrosia	wallichii	1.65
Diospyros	montana	1.65
Luzula	pedemontana	1.65
Celosia	plumosa	1.65
Celosia	argentea	1.65
Livistona	sp.	1.65
Leucaena	confertiflora	1.65
Phaseolus	leucanthus	1.65
Ipomoea	cordato-triloba	1.65
Ipomoea	saintronanensis	1.65
Acacia	suberosa	1.65
Anogeissus	pendula	1.65
Cattleya	forbesii	1.65
Barkeria	lindleyana	1.65
Persea	indica	1.65
Acacia	podalyriifolia	1.65
Bryonia	dioica	1.65
Abelmoschus	esculentus	1.65
Euphorbia	pulcherrima	1.65
Colymbada	orientalis	1.65
Colymbada	immanuelis-loewii	1.65
Pterocephalus	lasiospermus	1.65
Tamarix	africana	1.65
Rhodohypoxis	baurii	1.66
Dahlia	dissecta	1.66
Centaurea	ragusina	1.66
Orobanche	gracilis	1.66
Rytidosperma	clavatum	1.66
Colymbada	mannagettae	1.66
Crataegus	submollis	1.67
Edraianthus	dinaricus	1.67
Crataegus	okennonii	1.67
Xolantha	tuberaria	1.67
Genista	tinctoria	1.67
Rumex	acetosella	1.68
Senecio	glossanthus	1.68
Sorghum	bicolor	1.68
Cardamine	pratensis	1.68
Petunia	hybrida	1.68
Eleusine	jaegeri	1.68
Eleusine	intermedia	1.68
Synnema	triflora	1.68
Portulaca	oleraceae	1.68
Salacca	dransfieldiana	1.68
Agrostis	pourretii	1.68
Acacia	leucophloea	1.68
Borzicactus	aurivillus	1.68
Cleistocactus	smaragidifolius	1.68
Lavatera	arborea	1.68
Peperomia	glabella	1.68
Panicum	dichotomiflorum	1.68
Crotalaria	incana	1.68
Gossypium	triphyllum	1.68
Olea	indica	1.68
Sorghum	brachypodum	1.68
Colymbada	stereophylla	1.68
Passiflora	amethystina	1.68
Fuchsia	triphylla	1.68
Turnera	krapovickasii	1.68
Centaurea	scabiosa	1.68
Sesamum	alatum	1.69
Phalaenopsis	equestris	1.69
Tetracme	pamirica	1.69
Sonchus	fauces-orci	1.7
Phleum	bertolonii	1.7
Holcus	lanatus	1.7
Sisyrinchium	platense	1.7
Tephrosia	hamiltonii	1.7
Oncidium	ascendens	1.7
Callitriche	palustris	1.7
Hedypnois	cretica	1.7
Prosopis	juliflora	1.7
Grammatophyllum	scriptum	1.7
Dendrobium	stratiotes	1.7
Berberis	linearifolia	1.7
Reichardia	gaditana	1.7
Oryza	punctata	1.7
Humulus	japonica	1.7
Hedera	caucasigena	1.7
Passiflora	mucronata	1.7
Gossypium	areysianum	1.7
Trichocentrum	ascendens	1.7
Microlaena	avenacea	1.7
Veronica	jacquinii	1.7
Colymbada	chrysolepis	1.7
Fuchsia	fulgens	1.7
Wolffia	angusta	1.7
Wolffia	microscopica	1.7
Acacia	dealbata	1.71
Gossypium	herbaceum	1.71
Erythrina	variegata	1.71
Lamium	flavidum	1.71
Dalbergia	latifolia	1.72
Passiflora	edmundoi	1.72
Gossypium	arboreum	1.72
Cirsium	rivulare	1.72
Staphylea	bumalda	1.72
Edraianthus	pumilio	1.72
Matthiola	chorassanica	1.72
Fuchsia	splendens	1.72
Stenocereus	thurberi	1.72
Campanula	secundiflora	1.72
Pastinaca	sativa	1.73
Glyceria	fluitans	1.73
Datura	quercifolia	1.73
Coleus	blumei	1.73
Aponogeton	undulatus	1.73
Bidens	pilosa	1.73
Cajanus	cajanifolius	1.73
Horsfieldia	iriya	1.73
Oryza	minuta	1.73
Pachysandra	terminalis	1.73
Edraianthus	tenuifolius	1.73
Colymbada	badensis	1.73
Kigelia	africana	1.74
Colymbada	kotschyana	1.74
Nardostachys	jatamansi	1.75
Penstemon	euglaucus	1.75
Medicago	sativa	1.75
Papaver	nudicaule	1.75
Berberis	vulgaris	1.75
Oxalis	cratensis	1.75
Phalaris	paradoxa	1.75
Gelasine	azureus	1.75
Laelia	tenebrosa	1.75
Dendrobium	bracteosum	1.75
Pennisetum	villosum	1.75
Setaria	neglecta	1.75
Acacia	holosericea	1.75
Borago	officinalis	1.75
Anagallis	arvensis	1.75
Gossypium	barbosanum	1.75
Ceiba	pentandra	1.75
Pseudobombax	ellipticum	1.75
Picrorhiza	kurrooa	1.75
Dahlia	rudis	1.75
Pterocephalus	virens	1.75
Argyrolobium	dalmaticum	1.75
Reichardia	tingitana	1.75
Turnera	occidentalis	1.75
Rytidosperma	thomsonii	1.76
Oxalis	tuberosa	1.76
Jeffersonia	diphylla	1.76
Veronica	multifida	1.76
Passiflora	galbana	1.76
Linum	capitatum	1.76
Triglochin	bulbosa	1.76
Erythrina	caffra	1.76
Crataegus	flavida	1.77
Hieracium	hoppeanum	1.77
Sedum	spurium	1.77
Millettia	tetraptera	1.77
Erythrina	resupinata	1.77
Artemisia	scoparia	1.77
Colymbada	scabiosa	1.77
Colymbada	apiculata	1.77
Centaurea	mayeri	1.77
Malus	sikkimensis	1.77
Solanum	laciniatum	1.78
Nauclea	orientalis	1.78
Haplopappus	wigginsii	1.78
Acacia	greggii	1.78
Saxifraga	granulata	1.78
Flemingia	macrophylla	1.78
Acacia	irrorata	1.78
Acacia	pycnantha	1.78
Convolvulus	arvensis	1.78
Lycium	chilense	1.78
Puccinellia	stricta	1.78
Sideritis	canariensis	1.78
Pterocephalus	dumetorum	1.78
Heracleum	mantegazziannum	1.78
Crepis	multicaulis	1.78
Turnera	cuneiformis	1.78
Turnera	orientalis	1.79
Potentilla	indica	1.79
Centaurea	alba	1.79
Psephellus	marschallianus	1.79
Andryala	webbii	1.79
Paspalum	dilatatum	1.79
Orobanche	densiflora	1.79
Basella	alba	1.79
Gossypium	bickii	1.8
Gossypium	nelsonii	1.8
Edraianthus	dalmaticus	1.8
Orobanche	amethystea	1.8
Medicago	arborea	1.8
Centaurea	nigra	1.8
Pongamia	glabra	1.8
Senecio	aquaticus	1.8
Cassia	angustifolia	1.8
Lagarosiphon	muscoides	1.8
Beccariophoenix	madagascariensis	1.8
Anogeissus	sericea	1.8
Terminalia	oliveri	1.8
Dendrobium	bullenianum	1.8
Setaria	macrostachya	1.8
Acacia	fimbriata	1.8
Lockhartia	oerstedii	1.8
Lebronnecia	kokioides	1.8
Dalbergia	sissoides	1.8
Cirsium	eriophorum	1.8
Caesalpinia	pulcherrima	1.8
Jurinea	mollis	1.8
Centaurea	fritschii	1.8
Campanula	glomerata	1.81
Sideritis	infernalis	1.81
Hydrangea	hirta	1.82
Sideritis	dendro-chahorra	1.82
Inula	crithmoides	1.82
Centaurea	edith-mariae	1.82
Isachne	globosa	1.82
Solidago	gigantea	1.82
Juncus	articulatus	1.83
Tephrosia	apollinea	1.83
Tephrosia	virginiana	1.83
Vicia	lunata	1.83
Guizotia	reptans	1.83
Callitriche	obtusangula	1.83
Hymenodictyon	excelsum	1.83
Cajanus	lineatus	1.83
Hernandia	sp.	1.83
Hieracium	lactucella	1.83
Berberis	empetrifolia	1.83
Oncidium	marshallianum	1.83
Daemonorops	angustifolius	1.83
Syzygium	cumini	1.83
Sideritis	oroteneriffae	1.83
Sideritis	brevicaulis	1.83
Nymphaea	tetragona	1.83
Biscutella	laevigata	1.83
Orobanche	minor	1.83
Rytidosperma	horrens	1.83
Halimium	atriplicifolium	1.83
Centaurea	kusanii	1.83
Astrophytum	ornatum	1.83
Passiflora	pentagona	1.84
Retama	raetam	1.84
Hydrangea	scandens	1.84
Dalbergia	rubiginosa	1.84
Colymbada	salonitana	1.84
Dalbergia	melanoxylon	1.84
Lunaria	biennis	1.85
Taraxacum	fartoris	1.85
Zingeria	biebersteiniana	1.85
Collinsia	verna	1.85
Bischofia	javanica	1.85
Brassia	maculata	1.85
Ansellia	africana	1.85
Dendrobium	streblocerus	1.85
Sonchus	asper	1.85
Lactuca	serriola	1.85
Machaeranthera	boltoniae	1.85
Cerastium	alpinum	1.85
Gossypioides	herbaceum	1.85
Olea	ferruginea	1.85
Sorghum	angustum	1.85
Saponaria	bellidifolia	1.85
Passiflora	serrato-digitata	1.86
Geranium	macrorrhizum	1.86
Veronica	gentianoides	1.86
Centaurea	elegantissima	1.86
Seseli	tomentosum	1.86
Orobanche	gracilis	1.87
Galium	x pomeranicum	1.87
Valeriana	tuberosa	1.87
Schiedea	pentandra	1.87
Deutzia	prunifolia	1.87
Pavetta	oliverana	1.88
Bromus	pumilio	1.88
Arachis	villosulicarpa	1.88
Cajanus	scarabaeoides	1.88
Acacia	longispicata	1.88
Dactyloctenium	aegyptium	1.88
Artemisia	annua	1.88
Gossypium	australe	1.88
Chardinia	orientalis	1.88
Elaeis	guineensis	1.88
Dentaria	bulbifera	1.88
Galium	mullugo	1.88
Hydrangea	paniculata	1.89
Dalbergia	malabarica	1.89
Galium	album	1.89
Galium	verum	1.89
Reichardia	ligulata	1.89
Orobanche	austrohispanica	1.89
Passiflora	maliformis	1.89
Seseli	webbii	1.9
Vella	pseudocytisus	1.9
Solanum	giganteum	1.9
Laburnum	alpinum	1.9
Daucus	subsessilis	1.9
Phaseolus	dumosus	1.9
Acacia	raddiana	1.9
Pennisetum	orientale	1.9
Aporocactus	flagelliformis	1.9
Ranunculus	lateriflorus	1.9
Gossypium	incanum	1.9
Aster	oblongifolius	1.9
Pulmonaria	longifolia	1.9
Centaurea	nigrescens	1.9
Hippocrepis	comosa	1.9
Rebutia	albiflora	1.91
Xeranthemum	cylindraceum	1.91
Edraianthus	wettsteinii	1.91
Trochodendron	aralioides	1.91
Centaurea	indurata	1.91
Halimium	umbellatum	1.91
Ambrosia	trifida	1.91
Lycium	infaustum	1.92
Platanus	hispanica	1.92
Vicia	monantha	1.93
Acacia	cincinnata	1.93
Acacia	iteaphylla	1.93
Erycina	diaphana	1.93
Oncidium	crispum	1.93
Oncidium	ovatilabium	1.93
Hydrangea	macrophylla	1.93
Echinops	nanus	1.93
Coccoloba	uvifera	1.93
Malus	sargentii	1.94
Dalbergia	volubilis	1.94
Passiflora	laurifolia	1.94
Cytisus	commutatus	1.94
Penstemon	attenuatus	1.94
Myoporum	mauritianum	1.94
Luzula	spicata	1.94
Festuca	arvernensis	1.94
Alliaria	petiolata	1.95
Medicago	glutinosa	1.95
Cucumis	figarei	1.95
Atropa	bella-donna	1.95
Plantago	albicans	1.95
Trewia	nudiflora	1.95
Oncidium	varuelum	1.95
Schomburgkia	lyonsii	1.95
Trichocereus	werdermannianus	1.95
Setaria	palmifolia	1.95
Panicum	virgatum	1.95
Crepis	foetida	1.95
Olea	europaea	1.95
Mercurialis	annua	1.95
Imperatoria	ostruthium	1.95
Cistus	crispus	1.96
Passiflora	giberti	1.96
Trifolium	semipilosum	1.96
Hieracium	pavichii	1.97
Corylopsis	coreana	1.97
Dalbergia	horrida	1.97
Cyanus	pichleri	1.97
Laserpitium	marginatum	1.97
Sisyrinchium	bermudiana	1.98
Vicia	cordata	1.98
Turnera	grandidentata	1.98
Nymphaea	alba	1.99
Dahlia	australis	1.99
Gossypium	robinsonii	2
Solanum	luteum	2
Saraca	indica	2
Millettia	ovalifolia	2
Phalaris	caroliniana	2
Salacca	glabrescens	2
Ipomoea	tiliacea	2
Pennisetum	ramosum	2
Peperomia	fenzlei	2
Microseris	lindleyi	2
Agoseris	grandiflora	2
Centaurea	jacea	2
Mycelis	muralis	2
Rumex	longifolius	2
Caesalpinia	mexicana	2
Hydrangea	scandens	2.01
Dahlia	merckii	2.01
Sideritis	macrostachys	2.02
Viola	tricolor	2.02
Lomelosia	cretica	2.02
Taraxacum	paludosum	2.02
Galinsoga	quadriradiata	2.02
Phlomis	tuberosa	2.02
Glycine	tabacina	2.03
Phalaris	angusta	2.03
Cotula	coronopifolia	2.03
Bismarckia	nobilis	2.03
Cajanus	goensis	2.03
Oncidium	tricostatum	2.03
Decaisnea	fargesii	2.03
Opuntia	violacea	2.04
Pilosella	lactucella	2.04
Bellis	sylvestris	2.04
Centaurea	moesiaca	2.04
Sophora	mollis	2.04
Penstemon	venustus	2.04
Chamaecytisus	hirsutus	2.05
Haplopappus	gracilis	2.05
Torilis	arvensis	2.05
Tephrosia	falciformis	2.05
Sterculia	colorata	2.05
Vicia	picta	2.05
Collinsia	heterophylla	2.05
Datura	stramonium	2.05
Acacia	tortilis	2.05
Acacia	victoriae	2.05
Vanda	lamellata	2.05
Dendrobium	samoense	2.05
Mammillaria	bocasana	2.05
Crepis	pannonica	2.05
Momordica	charantia	2.05
Clarkia	amoena	2.05
Anubias	barteri	2.05
Taraxacum	stenocephalum	2.05
Sideritis	cretica	2.06
Gossypium	sturtianum	2.06
Campanula	americana	2.06
Centaurea	stenolepis	2.06
Onosma	visianii	2.06
Cistus	osbeckiaefolius	2.07
Dahlia	apiculata	2.07
Dahlia	variabilis	2.07
Centaurea	davidovii	2.07
Bunias	erucago	2.07
Olea	cuspidata	2.07
Cytisus	ciliatus	2.07
Argyrolobium	zanonii	2.07
Coccinia	indica	2.08
Triglochin	procera	2.08
Hevea	camargoana	2.08
Hypochaeris	pampasica	2.08
Hypochaeris	megapotamica	2.08
Microtea	scabrida	2.08
Euphorbia	atropurpurea	2.08
Hieracium	cymosum	2.08
Centaurea	nervosa	2.08
Collomia	grandiflora	2.08
Youngia	tenuicaulis	2.08
Crepis	sancta	2.09
Sorghum	purpureosericeum	2.09
Scabiosa	delmaniana	2.1
Nardus	stricta	2.1
Agrostemma	githago	2.1
Sisyrinchium	convolutum	2.1
Piper	cernuum	2.1
Solanum	tuberosum	2.1
Guizotia	villosa	2.1
Actinidia	chinensis	2.1
Arachis	pusilla	2.1
Smitinandia	micrantha	2.1
Dendrobium	spectabile	2.1
Acacia	simsii	2.1
Ranunculus	hederaceus	2.1
Crepis	capillaris	2.1
Vinca	major	2.1
Achillea	montana	2.1
Dahlia	scapigeroides	2.1
Eleocharis	palustris	2.1
Artemisia	oxycephala	2.11
Matthiola	incana	2.11
Dahlia	tenuicaulis	2.11
Hieracium	onegense	2.12
Pancicia	serbica	2.12
Lolium	canariense	2.13
Sorghum	versicolor	2.13
Lapeirousia	verecunda	2.13
Glycine	tomentella	2.13
Ilex	argentina	2.13
Setaria	incrassata	2.13
Pennisetum	polystachyon	2.13
Oncidium	excavatum	2.13
Clarkia	franciscana	2.13
Ulmus	minor	2.13
Remusatia	vivipara	2.13
Poa	imbecilla	2.13
Impatiens	parviflora	2.13
Malus	sargentii	2.14
